voter_id,total_votes,one_votes,mean_vote,max_vote,one_vote_percentage,vote_pattern
d1775f04-1353-454b-9676-5b10d09f0b55,7,0,2.7142857142857144,7,0.0,
d1d5719f-b0fd-407f-8ff9-b5cdbf3a476a,7,0,2.5714285714285716,8,0.0,
d4055a1e-6033-45c0-89d2-b3a8f8a662ac,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
d63e9659-3b8a-4c09-b210-620cc674a459,7,0,3.4285714285714284,6,0.0,
d994c7eb-bada-4e0d-883b-5b9b5dd50e2d,7,2,3.142857142857143,7,28.57142857142857,Low 1s
dc5512f4-dd08-4c4d-b46e-cf0f9680150a,7,3,2.857142857142857,7,42.857142857142854,Medium 1s
dcd28adc-5ebf-4fa6-83bf-820f53bce610,7,0,3.5714285714285716,5,0.0,
dd1c1dae-737b-4dd8-a6f8-545e78ab77c7,7,0,3.0,7,0.0,
dd8f7975-f027-471f-9448-76ba906d9392,7,0,2.2857142857142856,6,0.0,
de7586c4-9eb6-4fc9-b071-afee111a1df1,7,0,3.4285714285714284,6,0.0,
e40232b4-ee78-4225-826c-3eb144fcf7f8,7,1,2.7142857142857144,7,14.285714285714285,Very Low 1s
e7b9a389-1d4c-4e6c-a82b-cb4d7c4b63c1,14,8,2.7142857142857144,5,57.14285714285714,Medium 1s
e920e8a1-a948-4922-b5ef-b97acd61d041,7,0,3.5714285714285716,5,0.0,
ea26b329-80c7-4342-a10e-30ea874517db,7,1,3.4285714285714284,5,14.285714285714285,Very Low 1s
ea39dab8-366b-4739-a95b-18317432352f,7,1,2.7142857142857144,7,14.285714285714285,Very Low 1s
eff0703b-66e3-45c1-b9d5-ed6ac57a8248,7,0,3.5714285714285716,4,0.0,
f55a52bc-d3b0-4aab-8bed-ee0ec7a3599e,7,2,3.2857142857142856,6,28.57142857142857,Low 1s
f5ef5f70-59a4-428f-bf20-15f1c8ac9616,7,5,2.5714285714285716,8,71.42857142857143,High 1s
f6fbdbd0-70c6-4e0e-a44e-0b148a56f803,7,2,2.142857142857143,9,28.57142857142857,Low 1s
f9491ad5-a2aa-4b43-9abf-9b4853f5221d,7,1,2.142857142857143,7,14.285714285714285,Very Low 1s
fbcc57bb-9fbe-4db2-a080-ac64478e845a,21,0,3.5714285714285716,5,0.0,
fcc73a01-309e-4be7-99de-d3586e28ea9c,7,4,1.2857142857142858,5,57.14285714285714,Medium 1s
fee10770-bd3a-4883-82ee-affcfc5eb415,7,2,3.2857142857142856,6,28.57142857142857,Low 1s
ff31f7d2-7535-416e-b36f-5a9a34e5e4fb,7,4,2.857142857142857,6,57.14285714285714,Medium 1s
